Dates,County,States,Vehicle_Primary_Use,Battery_EV,PlugIn_Hybrid _EV,EV_Total,NEV_Total,Total_Vehicles,Percent_EV
May 31 2023,Lincoln,WA,Truck,0,0,0,4856,4856,0
December 31 2022,Lewis,WA,Passenger,267,185,452,59885,60337,0.75
October 31 2021,Asotin,WA,Truck,0,0,0,6745,6745,0
August 31 2021,Adams,WA,Truck,0,0,0,5412,5412,0
October 31 2020,Pierce,WA,Passenger,2660,1739,4399,554514,558913,0.79
June 30 2020,Okanogan,WA,Passenger,36,33,69,25842,25911,0.27
September 30 2018,Clallam,WA,Passenger,129,122,251,50169,50420,0.5
January 31 2018,Chelan,WA,Truck,0,0,0,21676,21676,0
February 28 2023,Benton,WA,Passenger,986,520,1506,135716,137222,1.1
July 31 2018,Stevens,WA,Truck,0,0,0,18645,18645,0
August 31 2020,Stevens,WA,Truck,0,0,0,18650,18650,0
July 31 2023,Pacific,WA,Truck,4,0,4,7845,7849,0.05
December 31 2017,Clark,WA,Passenger,851,573,1424,304242,305666,0.47
July 31 2017,Okanogan,WA,Truck,0,0,0,16225,16225,0
July 31 2018,Pierce,WA,Passenger,1262,1194,2456,533402,535858,0.46
February 28 2021,Whitman,WA,Passenger,53,46,99,21838,21937,0.45
January 31 2021,Walla Walla,WA,Truck,0,0,0,13896,13896,0
September 30 2019,Lincoln,WA,Truck,0,0,0,4690,4690,0
July 31 2023,Grant,WA,Truck,12,0,12,28064,28076,0.04
February 28 2023,Stevens,WA,Passenger,98,58,156,29927,30083,0.52
May 31 2022,Pacific,WA,Truck,0,0,0,7945,7945,0
May 31 2018,Adams,WA,Truck,0,0,0,5156,5156,0
February 29 2020,Kittitas,WA,Passenger,94,49,143,30013,30156,0.47
May 31 2023,Okanogan,WA,Passenger,124,62,186,26195,26381,0.71
May 31 2017,Kittitas,WA,Truck,0,0,0,13533,13533,0
January 31 2024,Benton,WA,Truck,37,0,37,42068,42105,0.09
April 30 2019,Klickitat,WA,Truck,0,0,0,8218,8218,0
August 31 2018,Kitsap,WA,Passenger,828,488,1316,179295,180611,0.73
October 31 2021,Lewis,WA,Truck,0,0,0,26729,26729,0
January 31 2019,Grant,WA,Truck,0,0,0,26319,26319,0
March 31 2017,Spokane,WA,Truck,1,0,1,90248,90249,0
January 31 2024,Chelan,WA,Truck,48,0,48,22621,22669,0.21
October 31 2017,Walla Walla,WA,Passenger,28,28,56,35146,35202,0.16
August 31 2021,Stevens,WA,Truck,0,0,0,18909,18909,0
January 31 2017,Columbia,WA,Truck,0,0,0,1544,1544,0
December 31 2019,Yakima,WA,Passenger,117,114,231,166275,166506,0.14
March 31 2022,Lincoln,WA,Passenger,7,18,25,7664,7689,0.33
April 30 2017,Yakima,WA,Passenger,38,54,92,159273,159365,0.06
October 31 2022,Asotin,WA,Passenger,26,19,45,12525,12570,0.36
September 30 2023,Wahkiakum,WA,Truck,4,0,4,1766,1770,0.23
October 31 2020,Snohomish,WA,Passenger,4830,1814,6644,537732,544376,1.22
October 31 2020,Adams,WA,Truck,0,0,0,5333,5333,0
March 31 2017,Skamania,WA,Truck,0,0,0,3882,3882,0
June 30 2019,Kitsap,WA,Passenger,1049,605,1654,180773,182427,0.91
February 28 2023,Wahkiakum,WA,Passenger,25,15,40,3042,3082,1.3
November 30 2017,Adams,WA,Truck,0,0,0,5140,5140,0
February 29 2020,Skamania,WA,Passenger,28,18,46,8768,8814,0.52
November 30 2020,Douglas,WA,Truck,0,0,0,12446,12446,0
June 30 2021,Kitsap,WA,Passenger,1850,857,2707,180397,183104,1.48
January 31 2023,Lewis,WA,Truck,2,0,2,26263,26265,0.01
September 30 2018,Mason,WA,Truck,0,0,0,20083,20083,0
February 28 2019,Douglas,WA,Passenger,52,35,87,27936,28023,0.31
June 30 2018,Skamania,WA,Passenger,11,9,20,8659,8679,0.23
May 31 2019,Mason,WA,Truck,0,0,0,20356,20356,0
August 31 2019,Jefferson,WA,Truck,0,0,0,9672,9672,0
December 31 2019,Chelan,WA,Truck,0,0,0,22547,22547,0
May 31 2022,Whatcom,WA,Truck,5,0,5,43348,43353,0.01
September 30 2017,Stevens,WA,Truck,0,0,0,18248,18248,0
March 31 2019,Whitman,WA,Passenger,27,41,68,22709,22777,0.3
August 31 2017,Stevens,WA,Truck,0,0,0,18216,18216,0
May 31 2018,Garfield,WA,Passenger,1,1,2,1326,1328,0.15
September 30 2017,Skamania,WA,Passenger,10,7,17,8571,8588,0.2
August 31 2019,Franklin,WA,Passenger,51,72,123,60223,60346,0.2
November 30 2022,Lewis,WA,Passenger,258,180,438,59956,60394,0.73
July 31 2022,Pacific,WA,Passenger,64,71,135,15819,15954,0.85
February 29 2020,Wahkiakum,WA,Passenger,5,5,10,3018,3028,0.33
June 30 2022,Pierce,WA,Passenger,5061,2306,7367,545359,552726,1.33
February 29 2020,Whitman,WA,Passenger,42,48,90,22612,22702,0.4
June 30 2019,Whitman,WA,Passenger,31,46,77,22704,22781,0.34
December 31 2021,Franklin,WA,Truck,0,0,0,20841,20841,0
October 31 2019,Grays Harbor,WA,Passenger,95,95,190,48296,48486,0.39
December 31 2018,Spokane,WA,Truck,1,0,1,93746,93747,0
May 31 2022,Lewis,WA,Truck,0,0,0,26414,26414,0
February 29 2020,Pend Oreille,WA,Truck,0,0,0,5760,5760,0
May 31 2021,King,WA,Truck,6,1,7,184640,184647,0
June 30 2018,Klickitat,WA,Passenger,25,30,55,15166,15221,0.36
October 31 2017,Douglas,WA,Passenger,36,32,68,26969,27037,0.25
November 30 2021,Stevens,WA,Truck,0,0,0,18911,18911,0
May 31 2020,Thurston,WA,Truck,0,0,0,55493,55493,0
December 31 2022,San Juan,WA,Truck,8,0,8,5912,5920,0.14
December 31 2019,Benton,WA,Truck,0,0,0,42490,42490,0
March 31 2020,Skamania,WA,Truck,0,0,0,4080,4080,0
February 28 2022,Lincoln,WA,Passenger,7,17,24,7682,7706,0.31
October 31 2019,Snohomish,WA,Passenger,3896,1682,5578,535014,540592,1.03
February 28 2019,King,WA,Truck,6,1,7,181996,182003,0
June 30 2020,Kitsap,WA,Passenger,1330,686,2016,179747,181763,1.11
March 31 2019,Franklin,WA,Passenger,52,68,120,59362,59482,0.2
March 31 2022,San Juan,WA,Truck,1,0,1,5994,5995,0.02
January 31 2022,Stevens,WA,Truck,0,0,0,18924,18924,0
November 30 2018,Klickitat,WA,Truck,0,0,0,8179,8179,0
January 31 2021,Benton,WA,Truck,0,0,0,43328,43328,0
July 31 2018,Asotin,WA,Passenger,11,8,19,12634,12653,0.15
June 30 2022,Snohomish,WA,Passenger,8354,2525,10879,532591,543470,2
October 31 2023,Whitman,WA,Passenger,185,92,277,21881,22158,1.25
December 31 2018,Clallam,WA,Passenger,150,124,274,50357,50631,0.54
November 30 2022,Asotin,WA,Passenger,29,20,49,12482,12531,0.39
April 30 2023,Mason,WA,Truck,10,0,10,20804,20814,0.05
March 31 2018,Pacific,WA,Truck,0,0,0,7576,7576,0
April 30 2018,Klickitat,WA,Passenger,25,29,54,15050,15104,0.36
January 31 2024,Whatcom,WA,Passenger,2963,1058,4021,144975,148996,2.7
September 30 2020,Mason,WA,Passenger,162,129,291,47446,47737,0.61
October 31 2022,Thurston,WA,Passenger,2468,1108,3576,192343,195919,1.83
April 30 2021,Kittitas,WA,Truck,0,0,0,14775,14775,0
January 31 2017,Mason,WA,Truck,0,0,0,19182,19182,0
November 30 2019,Clallam,WA,Truck,1,0,1,21841,21842,0
August 31 2020,Ferry,WA,Passenger,7,3,10,4310,4320,0.23
October 31 2018,Clark,WA,Passenger,1149,814,1963,310386,312349,0.63
July 31 2023,Whatcom,WA,Passenger,2562,904,3466,147906,151372,2.29
July 31 2018,Chelan,WA,Passenger,112,52,164,53569,53733,0.31
January 31 2021,Snohomish,WA,Truck,1,0,1,125671,125672,0
November 30 2019,Franklin,WA,Truck,0,0,0,19725,19725,0
July 31 2017,Yakima,WA,Passenger,49,62,111,159643,159754,0.07
March 31 2020,Pacific,WA,Passenger,29,34,63,16020,16083,0.39
September 30 2022,Skamania,WA,Passenger,85,51,136,8107,8243,1.65
January 31 2024,Columbia,WA,Passenger,12,0,12,2374,2386,0.5
March 31 2023,Lewis,WA,Truck,5,0,5,26115,26120,0.02
August 31 2023,Pacific,WA,Truck,5,0,5,7861,7866,0.06
February 28 2019,Clallam,WA,Passenger,153,127,280,50348,50628,0.55
August 31 2021,Kitsap,WA,Truck,0,0,0,54349,54349,0
February 28 2021,Franklin,WA,Passenger,92,87,179,61590,61769,0.29
October 31 2018,Grays Harbor,WA,Passenger,60,66,126,47268,47394,0.27
November 30 2020,Ferry,WA,Passenger,8,3,11,4347,4358,0.25
March 31 2021,Columbia,WA,Truck,0,0,0,1548,1548,0
September 30 2019,Yakima,WA,Passenger,112,113,225,165633,165858,0.14
April 30 2023,Grant,WA,Passenger,267,114,381,66923,67304,0.57
June 30 2017,San Juan,WA,Truck,0,0,0,5533,5533,0
August 31 2019,Walla Walla,WA,Truck,0,0,0,13650,13650,0
July 31 2020,Skagit,WA,Truck,1,0,1,32584,32585,0
February 29 2020,Spokane,WA,Passenger,695,469,1164,317479,318643,0.37
May 31 2022,Pierce,WA,Truck,5,0,5,142195,142200,0
July 31 2019,Snohomish,WA,Passenger,3555,1616,5171,532636,537807,0.96
July 31 2021,Skamania,WA,Passenger,51,36,87,8401,8488,1.02
October 31 2019,Wahkiakum,WA,Passenger,4,3,7,3050,3057,0.23
January 31 2021,Pacific,WA,Truck,0,0,0,7801,7801,0
January 31 2019,Island,WA,Passenger,288,230,518,63234,63752,0.81
July 31 2017,Chelan,WA,Passenger,68,35,103,52137,52240,0.2
April 30 2022,Kittitas,WA,Passenger,236,78,314,29737,30051,1.04
February 28 2023,King,WA,Truck,496,2,498,177330,177828,0.28
July 31 2018,Jefferson,WA,Truck,0,0,0,9580,9580,0
February 28 2023,Whatcom,WA,Truck,44,0,44,42908,42952,0.1
April 30 2022,Benton,WA,Truck,1,0,1,43574,43575,0
February 28 2022,Jefferson,WA,Passenger,393,202,595,24666,25261,2.36
February 28 2023,Walla Walla,WA,Truck,3,0,3,13828,13831,0.02
January 31 2020,Yakima,WA,Truck,0,0,0,59632,59632,0
April 30 2018,Kitsap,WA,Truck,1,0,1,52986,52987,0
March 31 2021,Wahkiakum,WA,Truck,0,0,0,1787,1787,0
January 31 2018,Snohomish,WA,Truck,1,0,1,121551,121552,0
July 31 2017,Walla Walla,WA,Passenger,27,26,53,34887,34940,0.15
July 31 2020,Kitsap,WA,Passenger,1377,696,2073,179808,181881,1.14
October 31 2019,Kittitas,WA,Passenger,87,45,132,29961,30093,0.44
January 31 2018,Columbia,WA,Truck,0,0,0,1545,1545,0
September 30 2023,King,WA,Passenger,64154,15766,79920,1318437,1398357,5.72
January 31 2017,Skagit,WA,Passenger,106,81,187,87447,87634,0.21
August 31 2020,Snohomish,WA,Truck,0,0,0,124581,124581,0
June 30 2020,Snohomish,WA,Truck,0,0,0,123927,123927,0
December 31 2017,Mason,WA,Passenger,66,73,139,44838,44977,0.31
August 31 2022,Lincoln,WA,Passenger,9,16,25,7689,7714,0.32
June 30 2017,Grant,WA,Truck,0,0,0,25219,25219,0
October 31 2019,San Juan,WA,Passenger,236,76,312,14404,14716,2.12
May 31 2022,Island,WA,Passenger,796,372,1168,61862,63030,1.85
October 31 2019,Pacific,WA,Passenger,30,29,59,16106,16165,0.36
August 31 2020,Jefferson,WA,Truck,0,0,0,9536,9536,0
June 30 2021,Lewis,WA,Truck,0,0,0,26855,26855,0
May 31 2020,Klickitat,WA,Passenger,53,40,93,15269,15362,0.61
January 31 2019,Jefferson,WA,Passenger,175,112,287,24849,25136,1.14
October 31 2019,Kittitas,WA,Truck,0,0,0,14620,14620,0
August 31 2017,Adams,WA,Truck,0,0,0,5097,5097,0
March 31 2017,Thurston,WA,Passenger,365,313,678,185385,186063,0.36
June 30 2022,Skamania,WA,Truck,0,0,0,3966,3966,0
March 31 2018,Chelan,WA,Passenger,96,41,137,53344,53481,0.26
January 31 2020,Pend Oreille,WA,Truck,0,0,0,5775,5775,0
January 31 2020,Asotin,WA,Truck,0,0,0,6723,6723,0
December 31 2021,Cowlitz,WA,Truck,0,1,1,28984,28985,0
April 30 2017,Walla Walla,WA,Passenger,22,24,46,34830,34876,0.13
April 30 2019,Benton,WA,Truck,0,0,0,41655,41655,0
November 30 2022,Adams,WA,Truck,1,0,1,5397,5398,0.02
February 28 2019,Pacific,WA,Truck,0,0,0,7631,7631,0
August 31 2019,King,WA,Truck,6,1,7,182238,182245,0
April 30 2017,Chelan,WA,Passenger,55,31,86,51697,51783,0.17
August 31 2020,Kittitas,WA,Passenger,110,47,157,29762,29919,0.52
February 28 2017,Clallam,WA,Passenger,75,64,139,47979,48118,0.29
July 31 2023,Asotin,WA,Passenger,37,24,61,12375,12436,0.49
July 31 2019,Pacific,WA,Passenger,24,30,54,16025,16079,0.34
May 31 2018,Chelan,WA,Passenger,103,49,152,53492,53644,0.28
October 31 2017,Skagit,WA,Passenger,151,126,277,88959,89236,0.31
December 31 2017,Grays Harbor,WA,Passenger,42,41,83,45819,45902,0.18
March 31 2017,Whitman,WA,Truck,0,0,0,8390,8390,0
May 31 2020,Lewis,WA,Passenger,99,110,209,58233,58442,0.36
April 30 2021,Grant,WA,Passenger,102,86,188,66778,66966,0.28
November 30 2022,Skamania,WA,Passenger,89,51,140,8107,8247,1.7
April 30 2020,Lincoln,WA,Truck,0,0,0,4625,4625,0
December 31 2018,Lewis,WA,Passenger,93,79,172,58323,58495,0.29
May 31 2018,Klickitat,WA,Passenger,26,30,56,15106,15162,0.37
December 31 2019,Yakima,WA,Truck,0,0,0,59611,59611,0
March 31 2021,Snohomish,WA,Truck,1,0,1,125910,125911,0
July 31 2017,Douglas,WA,Truck,0,0,0,11514,11514,0
August 31 2018,Skamania,WA,Truck,0,0,0,3949,3949,0
November 30 2020,Franklin,WA,Truck,0,0,0,20373,20373,0
November 30 2017,Kitsap,WA,Truck,1,0,1,52629,52630,0
April 30 2017,Pend Oreille,WA,Passenger,1,4,5,9320,9325,0.05
April 30 2023,Garfield,WA,Passenger,1,3,4,1314,1318,0.3
November 30 2022,Yakima,WA,Passenger,411,218,629,166379,167008,0.38
June 30 2020,Grays Harbor,WA,Passenger,106,111,217,48133,48350,0.45
December 31 2017,Island,WA,Passenger,155,166,321,61552,61873,0.52
August 31 2020,Okanogan,WA,Truck,0,0,0,16535,16535,0
June 30 2020,Walla Walla,WA,Truck,0,0,0,13744,13744,0
March 31 2020,Kittitas,WA,Truck,0,0,0,14622,14622,0
February 29 2020,Lincoln,WA,Truck,0,0,0,4656,4656,0
June 30 2021,Pierce,WA,Truck,0,0,0,145984,145984,0
March 31 2021,Ferry,WA,Passenger,10,3,13,4350,4363,0.3
January 31 2023,Jefferson,WA,Truck,6,0,6,9361,9367,0.06
May 31 2018,Lincoln,WA,Passenger,2,6,8,7643,7651,0.1
August 31 2017,Adams,WA,Passenger,3,3,6,12181,12187,0.05
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20806,20806,0
August 31 2017,Grant,WA,Truck,0,0,0,25351,25351,0
April 30 2018,Pierce,WA,Truck,0,0,0,137344,137344,0
April 30 2018,Jefferson,WA,Truck,0,0,0,9519,9519,0
July 31 2019,Klickitat,WA,Passenger,35,33,68,15577,15645,0.43
January 31 2021,Klickitat,WA,Truck,0,0,0,8114,8114,0
January 31 2022,Wahkiakum,WA,Truck,0,0,0,1815,1815,0
May 31 2019,Whitman,WA,Truck,0,0,0,8551,8551,0
September 30 2018,King,WA,Passenger,14201,6078,20279,1373663,1393942,1.45
February 28 2019,Klickitat,WA,Passenger,30,32,62,15449,15511,0.4
April 30 2017,Jefferson,WA,Truck,0,0,0,9440,9440,0
July 31 2023,Garfield,WA,Passenger,0,3,3,1308,1311,0.23
November 30 2020,Grays Harbor,WA,Truck,0,0,0,21128,21128,0
August 31 2017,Thurston,WA,Passenger,421,359,780,187738,188518,0.41
July 31 2018,Douglas,WA,Passenger,43,32,75,27721,27796,0.27
January 31 2021,Lincoln,WA,Truck,0,0,0,4693,4693,0
July 31 2022,Columbia,WA,Passenger,7,0,7,2429,2436,0.29
August 31 2019,Yakima,WA,Truck,0,0,0,59385,59385,0
January 31 2018,Chelan,WA,Passenger,94,38,132,53233,53365,0.25
July 31 2019,King,WA,Passenger,19624,7111,26735,1390891,1417626,1.89
June 30 2018,Thurston,WA,Passenger,572,480,1052,192965,194017,0.54
September 30 2018,Adams,WA,Passenger,5,5,10,12678,12688,0.08
December 31 2022,Asotin,WA,Passenger,29,20,49,12452,12501,0.39
January 31 2020,Ferry,WA,Passenger,5,2,7,4382,4389,0.16
June 30 2022,Pacific,WA,Truck,0,0,0,7912,7912,0
September 30 2019,Asotin,WA,Passenger,12,8,20,12629,12649,0.16
September 30 2018,Lewis,WA,Truck,0,0,0,25570,25570,0
June 30 2022,Whatcom,WA,Passenger,1814,737,2551,148891,151442,1.68
January 31 2024,Adams,WA,Truck,3,0,3,5208,5211,0.06
October 31 2020,Lewis,WA,Passenger,114,117,231,58444,58675,0.39
April 30 2022,Jefferson,WA,Truck,0,0,0,9518,9518,0
September 30 2021,Whatcom,WA,Passenger,1540,641,2181,150453,152634,1.43
April 30 2023,Yakima,WA,Truck,11,0,11,61162,61173,0.02
July 31 2019,Lincoln,WA,Passenger,2,10,12,7793,7805,0.15
September 30 2019,Jefferson,WA,Truck,0,0,0,9679,9679,0
December 31 2023,King,WA,Truck,1054,2,1056,170573,171629,0.62
September 30 2021,San Juan,WA,Truck,0,0,0,5981,5981,0
March 31 2022,Island,WA,Truck,1,0,1,21440,21441,0
October 31 2017,Walla Walla,WA,Truck,0,0,0,13257,13257,0
December 31 2023,Pacific,WA,Passenger,97,99,196,15392,15588,1.26
March 31 2023,Mason,WA,Passenger,401,200,601,46433,47034,1.28
October 31 2023,Adams,WA,Passenger,29,12,41,13064,13105,0.31
December 31 2022,Pend Oreille,WA,Truck,0,0,0,5586,5586,0
September 30 2018,Lincoln,WA,Truck,0,0,0,4579,4579,0
July 31 2021,King,WA,Truck,5,1,6,184299,184305,0
July 31 2019,Lewis,WA,Passenger,100,98,198,59361,59559,0.33
December 31 2018,Ferry,WA,Truck,0,0,0,3584,3584,0
November 30 2019,Pend Oreille,WA,Truck,0,0,0,5730,5730,0
January 31 2021,King,WA,Truck,6,1,7,184298,184305,0
June 30 2019,Garfield,WA,Truck,0,0,0,962,962,0
December 31 2020,Island,WA,Truck,0,0,0,21341,21341,0
April 30 2023,Skagit,WA,Passenger,1052,389,1441,88998,90439,1.59
August 31 2018,Klickitat,WA,Passenger,24,32,56,15282,15338,0.37
November 30 2021,Franklin,WA,Truck,0,0,0,20774,20774,0
February 29 2020,Whatcom,WA,Passenger,1042,486,1528,151566,153094,1
September 30 2023,Skagit,WA,Passenger,1234,448,1682,88485,90167,1.87
July 31 2019,Stevens,WA,Passenger,19,30,49,31702,31751,0.15
June 30 2020,Adams,WA,Passenger,9,7,16,12781,12797,0.13
January 31 2017,Clallam,WA,Passenger,73,64,137,48003,48140,0.28
October 31 2022,Stevens,WA,Passenger,83,56,139,29986,30125,0.46
March 31 2019,Columbia,WA,Passenger,2,2,4,2428,2432,0.16
March 31 2021,Kittitas,WA,Truck,0,0,0,14757,14757,0
February 28 2022,Klickitat,WA,Truck,0,0,0,8325,8325,0
July 31 2017,Stevens,WA,Passenger,8,23,31,31386,31417,0.1
April 30 2018,Franklin,WA,Passenger,37,59,96,57396,57492,0.17
June 30 2019,Yakima,WA,Passenger,105,104,209,165125,165334,0.13
September 30 2021,Kitsap,WA,Passenger,1992,905,2897,180630,183527,1.58
February 28 2017,Thurston,WA,Truck,0,0,0,53334,53334,0
May 31 2021,Mason,WA,Truck,0,0,0,21326,21326,0
July 31 2017,Snohomish,WA,Passenger,1818,919,2737,513232,515969,0.53
April 30 2017,Stevens,WA,Passenger,8,22,30,31226,31256,0.1
October 31 2019,Island,WA,Passenger,362,251,613,63595,64208,0.95
September 30 2022,Snohomish,WA,Truck,59,0,59,122997,123056,0.05
October 31 2021,Garfield,WA,Passenger,0,3,3,1353,1356,0.22
May 31 2023,Klickitat,WA,Passenger,145,64,209,15175,15384,1.36
February 28 2017,Asotin,WA,Passenger,4,3,7,12321,12328,0.06
August 31 2020,Clallam,WA,Passenger,239,171,410,49947,50357,0.81
November 30 2023,Douglas,WA,Truck,8,0,8,12927,12935,0.06
July 31 2023,Grays Harbor,WA,Truck,9,0,9,20943,20952,0.04
November 30 2022,Pacific,WA,Truck,1,0,1,7844,7845,0.01
August 31 2018,Clallam,WA,Truck,0,0,0,21475,21475,0
October 31 2022,Adams,WA,Passenger,22,12,34,13020,13054,0.26
January 31 2017,Grays Harbor,WA,Passenger,27,24,51,44309,44360,0.11
October 31 2017,Columbia,WA,Passenger,1,1,2,2394,2396,0.08
March 31 2023,Stevens,WA,Passenger,102,60,162,29821,29983,0.54
June 30 2019,Lincoln,WA,Truck,0,0,0,4676,4676,0
December 31 2020,Yakima,WA,Truck,0,0,0,60975,60975,0
October 31 2022,Grant,WA,Passenger,211,108,319,66655,66974,0.48
February 28 2019,Grays Harbor,WA,Passenger,66,79,145,47451,47596,0.3
February 28 2017,San Juan,WA,Truck,0,0,0,5571,5571,0
June 30 2019,Pend Oreille,WA,Passenger,4,5,9,9528,9537,0.09
November 30 2019,Douglas,WA,Passenger,65,38,103,28282,28385,0.36
January 31 2021,Chelan,WA,Truck,0,0,0,22832,22832,0
February 29 2020,Douglas,WA,Truck,0,0,0,12316,12316,0
April 30 2018,San Juan,WA,Truck,0,0,0,5695,5695,0
November 30 2017,Benton,WA,Passenger,165,160,325,129873,130198,0.25
May 31 2022,Douglas,WA,Passenger,131,58,189,28500,28689,0.66
May 31 2020,Skamania,WA,Passenger,30,16,46,8520,8566,0.54
August 31 2019,Lincoln,WA,Passenger,2,10,12,7786,7798,0.15
May 31 2022,Ferry,WA,Truck,0,0,0,3568,3568,0
September 30 2018,Cowlitz,WA,Truck,0,0,0,28599,28599,0
October 31 2021,Mason,WA,Truck,0,0,0,21264,21264,0
November 30 2019,Kittitas,WA,Passenger,89,46,135,30009,30144,0.45
March 31 2021,King,WA,Truck,6,1,7,184511,184518,0
April 30 2022,King,WA,Passenger,39307,10819,50126,1349011,1399137,3.58
October 31 2019,Pierce,WA,Truck,0,0,0,140653,140653,0
February 28 2021,Clark,WA,Truck,0,0,0,83510,83510,0
April 30 2017,Grays Harbor,WA,Passenger,29,30,59,44471,44530,0.13
June 30 2021,Lincoln,WA,Truck,0,0,0,4753,4753,0
March 31 2020,Pierce,WA,Passenger,2310,1691,4001,550934,554935,0.72
July 31 2020,Walla Walla,WA,Truck,0,0,0,13754,13754,0
May 31 2018,Stevens,WA,Passenger,11,25,36,31559,31595,0.11
July 31 2022,Whitman,WA,Passenger,88,60,148,21926,22074,0.67
February 28 2022,San Juan,WA,Passenger,485,152,637,14172,14809,4.3
July 31 2017,Lincoln,WA,Passenger,2,5,7,7519,7526,0.09
November 30 2017,Wahkiakum,WA,Passenger,0,2,2,2868,2870,0.07
November 30 2021,Lincoln,WA,Passenger,7,16,23,7690,7713,0.3
July 31 2018,Lincoln,WA,Truck,0,0,0,4556,4556,0
October 31 2017,San Juan,WA,Passenger,127,40,167,13756,13923,1.2
April 30 2020,Snohomish,WA,Truck,0,0,0,123303,123303,0
August 31 2021,Jefferson,WA,Truck,0,0,0,9608,9608,0
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,3090,3117,0.87
May 31 2021,Franklin,WA,Truck,0,0,0,20651,20651,0
January 31 2019,Benton,WA,Truck,0,0,0,41616,41616,0
May 31 2021,Thurston,WA,Truck,0,0,0,56607,56607,0
August 31 2023,Island,WA,Passenger,1155,451,1606,61059,62665,2.56
January 31 2020,Mason,WA,Truck,0,0,0,20557,20557,0
December 31 2022,Clallam,WA,Passenger,483,262,745,49400,50145,1.49
September 30 2020,Whitman,WA,Passenger,47,47,94,21986,22080,0.43
October 31 2020,Wahkiakum,WA,Truck,0,0,0,1763,1763,0
July 31 2020,Benton,WA,Truck,0,0,0,42877,42877,0
November 30 2019,Pend Oreille,WA,Passenger,7,7,14,9514,9528,0.15
September 30 2021,Snohomish,WA,Passenger,6450,2162,8612,539284,547896,1.57
September 30 2019,Stevens,WA,Truck,0,0,0,18750,18750,0
July 31 2018,Snohomish,WA,Passenger,2404,1294,3698,522595,526293,0.7
August 31 2018,Yakima,WA,Passenger,67,92,159,164192,164351,0.1
April 30 2023,Island,WA,Truck,28,0,28,21036,21064,0.13
May 31 2021,Jefferson,WA,Passenger,321,181,502,24877,25379,1.98
February 28 2018,Lewis,WA,Passenger,52,47,99,56861,56960,0.17
November 30 2023,Pend Oreille,WA,Truck,2,0,2,5535,5537,0.04
April 30 2020,Grays Harbor,WA,Truck,0,0,0,20724,20724,0
December 31 2019,Klickitat,WA,Truck,0,0,0,8316,8316,0
January 31 2017,Pacific,WA,Truck,0,0,0,7507,7507,0
April 30 2017,Skagit,WA,Passenger,123,97,220,87594,87814,0.25
September 30 2020,Wahkiakum,WA,Truck,0,0,0,1758,1758,0
February 28 2017,King,WA,Passenger,9096,3712,12808,1385055,1397863,0.92
September 30 2019,Island,WA,Passenger,346,250,596,63447,64043,0.93
February 28 2017,Whatcom,WA,Passenger,401,146,547,141869,142416,0.38
May 31 2023,Island,WA,Passenger,1045,431,1476,61158,62634,2.36
August 31 2021,Mason,WA,Passenger,227,145,372,48048,48420,0.77
December 31 2017,Lewis,WA,Truck,0,0,0,25314,25314,0
January 31 2018,Grays Harbor,WA,Passenger,42,42,84,45971,46055,0.18
September 30 2020,Okanogan,WA,Truck,0,0,0,16537,16537,0
October 31 2020,Island,WA,Truck,1,0,1,21288,21289,0
December 31 2022,Asotin,WA,Truck,0,0,0,6665,6665,0
May 31 2023,Asotin,WA,Truck,0,0,0,6623,6623,0
February 29 2024,Adams,WA,Truck,3,0,3,5084,5087,0.06
March 31 2022,Pierce,WA,Truck,2,0,2,143375,143377,0
February 28 2022,Franklin,WA,Passenger,175,102,277,62038,62315,0.44
February 28 2021,Adams,WA,Passenger,10,6,16,12971,12987,0.12
November 30 2022,Columbia,WA,Passenger,8,1,9,2428,2437,0.37
January 31 2024,Kitsap,WA,Passenger,4004,1509,5513,172410,177923,3.1
January 31 2017,Stevens,WA,Passenger,6,21,27,31523,31550,0.09
May 31 2022,Whitman,WA,Truck,0,0,0,8562,8562,0
