Dates,County,States,Vehicle_Primary_Use,Battery_EV,PlugIn_Hybrid _EV,EV_Total,NEV_Total,Total_Vehicles,Percent_EV
January 31 2019,Klickitat,WA,Passenger,29,32,61,15484,15545,0.39
May 31 2022,Franklin,WA,Truck,0,0,0,20911,20911,0
September 30 2021,Ferry,WA,Truck,0,0,0,3593,3593,0
June 30 2023,Pierce,WA,Passenger,7611,2792,10403,530467,540870,1.92
March 31 2020,Asotin,WA,Passenger,16,12,28,12594,12622,0.22
October 31 2019,Garfield,WA,Passenger,0,1,1,1300,1301,0.08
May 31 2017,Grant,WA,Passenger,20,25,45,60667,60712,0.07
December 31 2018,Asotin,WA,Truck,0,0,0,6634,6634,0
October 31 2023,Pacific,WA,Truck,5,0,5,7800,7805,0.06
March 31 2017,San Juan,WA,Passenger,88,34,122,13419,13541,0.9
March 31 2019,Ferry,WA,Passenger,3,2,5,4363,4368,0.11
March 31 2020,Whatcom,WA,Passenger,1057,490,1547,151169,152716,1.01
April 30 2023,Whatcom,WA,Passenger,2340,859,3199,147792,150991,2.12
August 31 2020,Adams,WA,Passenger,9,7,16,12863,12879,0.12
November 30 2018,Benton,WA,Truck,0,0,0,41440,41440,0
February 28 2023,Cowlitz,WA,Truck,7,0,7,28338,28345,0.02
April 30 2020,Lewis,WA,Truck,0,0,0,25978,25978,0
April 30 2022,Thurston,WA,Truck,3,0,3,55522,55525,0.01
September 30 2018,Island,WA,Passenger,227,209,436,62845,63281,0.69
June 30 2021,Klickitat,WA,Passenger,70,51,121,15273,15394,0.79
December 31 2019,Walla Walla,WA,Truck,0,0,0,13662,13662,0
January 31 2021,Clallam,WA,Truck,1,0,1,21861,21862,0
January 31 2024,Garfield,WA,Truck,0,0,0,954,954,0
March 31 2021,Pend Oreille,WA,Truck,0,0,0,5722,5722,0
December 31 2018,King,WA,Truck,6,1,7,182628,182635,0
September 30 2019,Walla Walla,WA,Truck,0,0,0,13685,13685,0
June 30 2017,Pacific,WA,Passenger,10,7,17,15140,15157,0.11
January 31 2023,Pend Oreille,WA,Passenger,23,14,37,8934,8971,0.41
April 30 2019,Kittitas,WA,Truck,0,0,0,14300,14300,0
February 28 2018,Cowlitz,WA,Passenger,54,70,124,70939,71063,0.17
May 31 2021,Cowlitz,WA,Truck,0,0,0,29138,29138,0
January 31 2021,Garfield,WA,Passenger,0,2,2,1360,1362,0.15
August 31 2020,Klickitat,WA,Passenger,57,42,99,15040,15139,0.65
September 30 2023,Benton,WA,Truck,30,0,30,43028,43058,0.07
November 30 2021,Pend Oreille,WA,Passenger,18,7,25,9163,9188,0.27
January 31 2018,Pend Oreille,WA,Truck,0,0,0,5617,5617,0
February 28 2019,Klickitat,WA,Truck,0,0,0,8217,8217,0
October 31 2023,Cowlitz,WA,Passenger,545,237,782,69505,70287,1.11
June 30 2020,Whatcom,WA,Passenger,1064,498,1562,149195,150757,1.04
February 28 2017,Pierce,WA,Truck,0,0,0,138534,138534,0
September 30 2020,Douglas,WA,Truck,0,0,0,12374,12374,0
August 31 2022,San Juan,WA,Passenger,529,162,691,13983,14674,4.71
November 30 2020,Stevens,WA,Truck,0,0,0,18666,18666,0
April 30 2017,Douglas,WA,Passenger,31,21,52,26601,26653,0.2
March 31 2020,Cowlitz,WA,Passenger,134,114,248,73160,73408,0.34
September 30 2019,Cowlitz,WA,Truck,0,0,0,28953,28953,0
June 30 2023,Pacific,WA,Truck,4,0,4,7836,7840,0.05
September 30 2020,Pierce,WA,Passenger,2575,1709,4284,553592,557876,0.77
February 29 2020,Ferry,WA,Passenger,5,2,7,4374,4381,0.16
September 30 2021,Clark,WA,Truck,0,0,0,84119,84119,0
January 31 2023,Garfield,WA,Truck,0,0,0,972,972,0
April 30 2021,Columbia,WA,Passenger,5,4,9,2477,2486,0.36
March 31 2019,Benton,WA,Passenger,235,251,486,132974,133460,0.36
September 30 2022,Adams,WA,Passenger,22,10,32,12992,13024,0.25
November 30 2021,Skamania,WA,Truck,0,0,0,3999,3999,0
June 30 2023,Whatcom,WA,Truck,57,0,57,42754,42811,0.13
December 31 2022,Mason,WA,Passenger,369,189,558,46817,47375,1.18
December 31 2019,Mason,WA,Passenger,142,133,275,47625,47900,0.57
July 31 2022,Island,WA,Truck,6,0,6,21299,21305,0.03
April 30 2018,Douglas,WA,Truck,0,0,0,11881,11881,0
October 31 2017,Kitsap,WA,Truck,1,0,1,52589,52590,0
May 31 2019,Lincoln,WA,Truck,0,0,0,4695,4695,0
February 28 2017,Pend Oreille,WA,Passenger,1,4,5,9299,9304,0.05
November 30 2019,Garfield,WA,Passenger,0,1,1,1303,1304,0.08
October 31 2018,Pend Oreille,WA,Passenger,6,5,11,9587,9598,0.11
April 30 2021,Jefferson,WA,Passenger,309,178,487,24889,25376,1.92
March 31 2019,Mason,WA,Truck,0,0,0,20267,20267,0
October 31 2021,Thurston,WA,Truck,0,0,0,56140,56140,0
September 30 2018,Thurston,WA,Truck,0,0,0,54641,54641,0
July 31 2017,Clark,WA,Passenger,795,517,1312,299937,301249,0.44
March 31 2017,Clallam,WA,Truck,0,0,0,21038,21038,0
March 31 2019,Clark,WA,Passenger,1358,882,2240,311919,314159,0.71
November 30 2017,King,WA,Passenger,11127,4613,15740,1371256,1386996,1.13
October 31 2018,Pierce,WA,Passenger,1405,1305,2710,537053,539763,0.5
August 31 2021,Jefferson,WA,Passenger,349,183,532,24843,25375,2.1
December 31 2018,Columbia,WA,Passenger,2,2,4,2422,2426,0.16
October 31 2021,Cowlitz,WA,Passenger,258,154,412,71835,72247,0.57
May 31 2017,Pierce,WA,Passenger,933,823,1756,525120,526876,0.33
October 31 2020,Columbia,WA,Passenger,4,3,7,2438,2445,0.29
August 31 2023,Stevens,WA,Passenger,123,70,193,29588,29781,0.65
December 31 2021,Yakima,WA,Truck,0,0,0,61776,61776,0
August 31 2022,Kitsap,WA,Passenger,2518,1091,3609,177625,181234,1.99
May 31 2019,Benton,WA,Passenger,252,272,524,133611,134135,0.39
September 30 2018,Kittitas,WA,Truck,0,0,0,14108,14108,0
September 30 2022,Okanogan,WA,Truck,1,0,1,16507,16508,0.01
December 31 2019,Pacific,WA,Passenger,30,30,60,16116,16176,0.37
January 31 2017,Franklin,WA,Passenger,27,42,69,55392,55461,0.12
June 30 2022,Yakima,WA,Passenger,336,190,526,166946,167472,0.31
July 31 2018,Kittitas,WA,Passenger,49,32,81,28988,29069,0.28
June 30 2019,Cowlitz,WA,Passenger,98,108,206,73004,73210,0.28
September 30 2018,Garfield,WA,Truck,0,0,0,965,965,0
April 30 2022,Pierce,WA,Passenger,4832,2259,7091,548279,555370,1.28
June 30 2017,Pierce,WA,Truck,0,0,0,137513,137513,0
October 31 2023,Mason,WA,Truck,17,0,17,20476,20493,0.08
July 31 2023,Cowlitz,WA,Truck,10,0,10,28227,28237,0.04
January 31 2022,Grant,WA,Truck,0,0,0,27985,27985,0
January 31 2024,Jefferson,WA,Passenger,667,278,945,23831,24776,3.81
March 31 2021,Grant,WA,Truck,0,0,0,27754,27754,0
May 31 2021,Adams,WA,Passenger,11,9,20,13036,13056,0.15
October 31 2019,Benton,WA,Truck,0,0,0,42372,42372,0
February 28 2022,King,WA,Passenger,37202,10518,47720,1353366,1401086,3.41
September 30 2018,Spokane,WA,Passenger,359,344,703,305095,305798,0.23
January 31 2021,Franklin,WA,Passenger,89,85,174,61483,61657,0.28
October 31 2022,Adams,WA,Truck,1,0,1,5427,5428,0.02
July 31 2023,Clark,WA,Passenger,6054,2385,8439,313483,321922,2.62
June 30 2023,Lincoln,WA,Passenger,17,19,36,7666,7702,0.47
December 31 2019,Snohomish,WA,Passenger,4020,1708,5728,535992,541720,1.06
June 30 2023,Kitsap,WA,Passenger,3237,1292,4529,175850,180379,2.51
June 30 2023,Adams,WA,Passenger,25,12,37,13105,13142,0.28
February 28 2017,Island,WA,Truck,0,0,0,20494,20494,0
April 30 2023,Snohomish,WA,Passenger,11695,2929,14624,528643,543267,2.69
December 31 2020,Lincoln,WA,Passenger,5,12,17,7642,7659,0.22
November 30 2021,Wahkiakum,WA,Truck,0,0,0,1816,1816,0
December 31 2023,Whatcom,WA,Truck,85,0,85,41923,42008,0.2
December 31 2017,Cowlitz,WA,Truck,0,0,0,28149,28149,0
March 31 2023,Garfield,WA,Truck,0,0,0,976,976,0
October 31 2020,Whatcom,WA,Truck,3,0,3,43455,43458,0.01
January 31 2021,Jefferson,WA,Truck,0,0,0,9594,9594,0
September 30 2022,Yakima,WA,Passenger,377,210,587,166414,167001,0.35
November 30 2018,Adams,WA,Passenger,5,5,10,12744,12754,0.08
August 31 2022,Klickitat,WA,Truck,2,0,2,8262,8264,0.02
May 31 2020,Mason,WA,Truck,0,0,0,20501,20501,0
June 30 2021,Cowlitz,WA,Passenger,224,142,366,72329,72695,0.5
October 31 2020,Kitsap,WA,Truck,0,0,0,54213,54213,0
February 28 2019,Lincoln,WA,Truck,0,0,0,4666,4666,0
July 31 2020,Columbia,WA,Passenger,4,3,7,2419,2426,0.29
July 31 2019,Okanogan,WA,Truck,0,0,0,16486,16486,0
October 31 2022,Columbia,WA,Truck,0,0,0,1579,1579,0
May 31 2020,Thurston,WA,Passenger,1136,732,1868,196699,198567,0.94
September 30 2019,Adams,WA,Passenger,5,5,10,12882,12892,0.08
April 30 2019,Adams,WA,Truck,0,0,0,5101,5101,0
September 30 2021,Yakima,WA,Passenger,257,164,421,168903,169324,0.25
April 30 2018,Walla Walla,WA,Truck,0,0,0,13333,13333,0
July 31 2017,Mason,WA,Truck,0,0,0,19254,19254,0
May 31 2020,Lewis,WA,Truck,0,0,0,26001,26001,0
September 30 2020,Columbia,WA,Passenger,4,3,7,2422,2429,0.29
May 31 2017,San Juan,WA,Truck,0,0,0,5539,5539,0
September 30 2019,Klickitat,WA,Passenger,38,36,74,15622,15696,0.47
November 30 2023,Adams,WA,Truck,3,0,3,5273,5276,0.06
May 31 2020,Grant,WA,Passenger,59,70,129,65193,65322,0.2
November 30 2017,Skamania,WA,Passenger,10,7,17,8575,8592,0.2
June 30 2017,Clallam,WA,Truck,0,0,0,21014,21014,0
May 31 2022,Pacific,WA,Passenger,60,68,128,15901,16029,0.8
April 30 2020,Kitsap,WA,Truck,1,0,1,53894,53895,0
August 31 2020,King,WA,Truck,5,1,6,183283,183289,0
February 28 2022,Whatcom,WA,Passenger,1690,685,2375,149240,151615,1.57
March 31 2017,Clark,WA,Truck,0,0,0,77565,77565,0
October 31 2021,Mason,WA,Passenger,246,154,400,47876,48276,0.83
February 29 2020,Douglas,WA,Passenger,69,40,109,28266,28375,0.38
October 31 2017,Pend Oreille,WA,Passenger,3,4,7,9373,9380,0.07
July 31 2020,Walla Walla,WA,Passenger,77,65,142,35895,36037,0.39
October 31 2017,Yakima,WA,Truck,0,0,0,57810,57810,0
November 30 2019,Clallam,WA,Passenger,195,153,348,50908,51256,0.68
September 30 2023,Cowlitz,WA,Passenger,537,234,771,69753,70524,1.09
January 31 2024,Whitman,WA,Truck,9,0,9,8500,8509,0.11
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5737,5737,0
December 31 2018,Snohomish,WA,Truck,1,0,1,121959,121960,0
February 28 2018,Mason,WA,Truck,0,0,0,19721,19721,0
March 31 2022,Okanogan,WA,Passenger,77,46,123,26508,26631,0.46
May 31 2020,Pacific,WA,Truck,0,0,0,7624,7624,0
January 31 2019,Snohomish,WA,Passenger,3074,1488,4562,528203,532765,0.86
August 31 2023,Clark,WA,Passenger,6356,2435,8791,313276,322067,2.73
April 30 2022,Mason,WA,Passenger,293,176,469,47482,47951,0.98
September 30 2022,San Juan,WA,Truck,6,0,6,5951,5957,0.1
August 31 2021,Chelan,WA,Truck,0,0,0,23079,23079,0
September 30 2017,Mason,WA,Truck,0,0,0,19372,19372,0
November 30 2017,Pierce,WA,Passenger,1050,942,1992,525914,527906,0.38
January 31 2023,Walla Walla,WA,Passenger,203,106,309,35730,36039,0.86
July 31 2020,Clark,WA,Truck,0,0,0,82408,82408,0
February 29 2024,Island,WA,Truck,44,0,44,20140,20184,0.22
September 30 2023,Adams,WA,Passenger,27,12,39,13086,13125,0.3
December 31 2018,Island,WA,Truck,0,0,0,21173,21173,0
May 31 2019,Adams,WA,Truck,0,0,0,5124,5124,0
December 31 2019,Spokane,WA,Passenger,642,471,1113,314988,316101,0.35
June 30 2018,Ferry,WA,Truck,0,0,0,3512,3512,0
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1631,1631,0
April 30 2018,Whatcom,WA,Passenger,593,269,862,146590,147452,0.58
April 30 2023,Okanogan,WA,Truck,3,0,3,16471,16474,0.02
August 31 2020,Asotin,WA,Truck,0,0,0,6670,6670,0
July 31 2017,Okanogan,WA,Passenger,4,18,22,25628,25650,0.09
May 31 2019,Kittitas,WA,Passenger,72,35,107,29555,29662,0.36
November 30 2020,Kittitas,WA,Truck,0,0,0,14645,14645,0
September 30 2021,Wahkiakum,WA,Truck,0,0,0,1814,1814,0
August 31 2017,Kittitas,WA,Passenger,28,21,49,27887,27936,0.18
November 30 2023,Skamania,WA,Truck,1,0,1,3769,3770,0.03
May 31 2018,Whatcom,WA,Passenger,612,281,893,147172,148065,0.6
December 31 2022,Cowlitz,WA,Passenger,406,190,596,70243,70839,0.84
April 30 2018,Douglas,WA,Passenger,41,32,73,27441,27514,0.27
July 31 2021,Douglas,WA,Passenger,100,51,151,28502,28653,0.53
September 30 2017,Okanogan,WA,Passenger,5,18,23,25682,25705,0.09
January 31 2018,Grant,WA,Truck,0,0,0,25640,25640,0
April 30 2022,Franklin,WA,Passenger,179,105,284,61958,62242,0.46
April 30 2020,Grant,WA,Truck,0,0,0,26989,26989,0
May 31 2023,Kittitas,WA,Passenger,344,104,448,29417,29865,1.5
October 31 2019,Whitman,WA,Passenger,38,45,83,22708,22791,0.36
February 29 2020,Pacific,WA,Truck,0,0,0,7743,7743,0
April 30 2021,Lincoln,WA,Passenger,5,13,18,7749,7767,0.23
April 30 2017,Clallam,WA,Passenger,80,68,148,48127,48275,0.31
May 31 2021,Pacific,WA,Passenger,43,47,90,16058,16148,0.56
October 31 2018,Klickitat,WA,Truck,0,0,0,8150,8150,0
February 28 2021,Mason,WA,Truck,0,0,0,21043,21043,0
July 31 2022,Thurston,WA,Passenger,2240,1063,3303,193211,196514,1.68
February 28 2018,Clallam,WA,Passenger,109,101,210,49362,49572,0.42
June 30 2021,Whatcom,WA,Truck,4,0,4,43897,43901,0.01
May 31 2017,Cowlitz,WA,Passenger,52,50,102,69531,69633,0.15
November 30 2020,Lincoln,WA,Passenger,5,11,16,7616,7632,0.21
March 31 2020,Kittitas,WA,Passenger,98,49,147,29996,30143,0.49
November 30 2018,Asotin,WA,Truck,0,0,0,6619,6619,0
August 31 2021,Skamania,WA,Passenger,52,38,90,8379,8469,1.06
June 30 2017,Franklin,WA,Truck,0,0,0,18119,18119,0
June 30 2020,San Juan,WA,Passenger,302,93,395,13962,14357,2.75
December 31 2020,Yakima,WA,Passenger,171,128,299,167257,167556,0.18
May 31 2018,Ferry,WA,Passenger,2,3,5,4416,4421,0.11
December 31 2017,Mason,WA,Truck,0,0,0,19588,19588,0
December 31 2020,Okanogan,WA,Truck,0,0,0,16598,16598,0
November 30 2018,Clallam,WA,Passenger,147,121,268,50328,50596,0.53
October 31 2019,Grays Harbor,WA,Truck,0,0,0,20726,20726,0
November 30 2018,Columbia,WA,Truck,0,0,0,1516,1516,0
October 31 2019,Skagit,WA,Truck,1,0,1,32554,32555,0
April 30 2022,Pend Oreille,WA,Truck,0,0,0,5652,5652,0
January 31 2019,Chelan,WA,Passenger,140,64,204,54203,54407,0.37
November 30 2021,Stevens,WA,Passenger,54,43,97,30290,30387,0.32
August 31 2023,Columbia,WA,Passenger,12,1,13,2428,2441,0.53
December 31 2020,Skagit,WA,Passenger,497,238,735,91392,92127,0.8
January 31 2018,Pierce,WA,Passenger,1095,996,2091,527326,529417,0.39
January 31 2019,Asotin,WA,Passenger,12,9,21,12726,12747,0.16
August 31 2020,Lincoln,WA,Passenger,5,11,16,7626,7642,0.21
September 30 2019,Pierce,WA,Passenger,1966,1601,3567,545244,548811,0.65
July 31 2017,Jefferson,WA,Passenger,107,61,168,23895,24063,0.7
February 28 2023,San Juan,WA,Truck,10,0,10,5899,5909,0.17
March 31 2023,Pend Oreille,WA,Truck,0,0,0,5587,5587,0
July 31 2019,Clallam,WA,Truck,1,0,1,21807,21808,0
January 31 2020,Lincoln,WA,Passenger,1,11,12,7788,7800,0.15
August 31 2023,Mason,WA,Passenger,483,214,697,46146,46843,1.49
September 30 2019,Whitman,WA,Passenger,36,45,81,22703,22784,0.36
June 30 2022,Garfield,WA,Passenger,0,3,3,1317,1320,0.23
December 31 2023,Island,WA,Passenger,1292,478,1770,60488,62258,2.84
November 30 2021,Clark,WA,Passenger,3363,1534,4897,320644,325541,1.5
January 31 2022,Island,WA,Passenger,733,344,1077,62449,63526,1.7
January 31 2024,Douglas,WA,Passenger,259,86,345,28381,28726,1.2
March 31 2017,Snohomish,WA,Passenger,1656,848,2504,513348,515852,0.49
December 31 2020,Ferry,WA,Truck,0,0,0,3608,3608,0
November 30 2022,Spokane,WA,Passenger,1892,915,2807,324161,326968,0.86
August 31 2022,Pierce,WA,Passenger,5425,2395,7820,542170,549990,1.42
July 31 2020,Grant,WA,Truck,0,0,0,27170,27170,0
May 31 2021,Mason,WA,Passenger,207,134,341,48095,48436,0.7
October 31 2019,Walla Walla,WA,Passenger,62,62,124,36320,36444,0.34
February 29 2024,Kittitas,WA,Passenger,469,118,587,28371,28958,2.03
January 31 2021,Ferry,WA,Truck,0,0,0,3607,3607,0
June 30 2020,Skamania,WA,Truck,0,0,0,4009,4009,0
January 31 2020,Snohomish,WA,Passenger,4243,1717,5960,537797,543757,1.1
August 31 2018,San Juan,WA,Passenger,152,66,218,14144,14362,1.52
July 31 2021,Spokane,WA,Truck,0,0,0,102268,102268,0
February 28 2022,Cowlitz,WA,Passenger,280,168,448,71227,71675,0.63
November 30 2019,Whitman,WA,Passenger,41,46,87,22696,22783,0.38
March 31 2020,Garfield,WA,Truck,0,0,0,974,974,0
October 31 2021,Grays Harbor,WA,Truck,0,0,0,21391,21391,0
January 31 2017,Columbia,WA,Passenger,0,1,1,2332,2333,0.04
April 30 2017,Ferry,WA,Passenger,2,1,3,4399,4402,0.07
November 30 2018,Grant,WA,Truck,0,0,0,26156,26156,0
November 30 2021,Pacific,WA,Passenger,51,64,115,16062,16177,0.71
December 31 2023,Spokane,WA,Truck,62,0,62,100333,100395,0.06
April 30 2018,Spokane,WA,Passenger,318,288,606,301875,302481,0.2
February 29 2024,Whitman,WA,Truck,10,0,10,8380,8390,0.12
August 31 2017,Chelan,WA,Passenger,72,36,108,52310,52418,0.21
June 30 2020,King,WA,Passenger,24105,7710,31815,1370526,1402341,2.27
March 31 2019,Snohomish,WA,Passenger,3194,1519,4713,527898,532611,0.88
November 30 2021,Columbia,WA,Passenger,6,2,8,2457,2465,0.32
September 30 2022,Pacific,WA,Truck,0,0,0,7860,7860,0
May 31 2017,Jefferson,WA,Truck,0,0,0,9438,9438,0
August 31 2021,Douglas,WA,Passenger,103,51,154,28571,28725,0.54
February 28 2019,Skamania,WA,Passenger,20,15,35,8711,8746,0.4
September 30 2022,Clark,WA,Truck,19,0,19,82247,82266,0.02
July 31 2022,Asotin,WA,Truck,0,0,0,6682,6682,0
March 31 2020,Franklin,WA,Passenger,58,77,135,61003,61138,0.22
May 31 2020,Lincoln,WA,Truck,0,0,0,4616,4616,0
April 30 2023,King,WA,Truck,635,2,637,176193,176830,0.36
January 31 2019,Lewis,WA,Passenger,95,84,179,58363,58542,0.31
July 31 2022,Benton,WA,Passenger,778,462,1240,135220,136460,0.91
June 30 2020,Lincoln,WA,Passenger,5,12,17,7625,7642,0.22
April 30 2019,Jefferson,WA,Passenger,187,118,305,24898,25203,1.21
February 28 2018,Garfield,WA,Passenger,1,0,1,1323,1324,0.08
September 30 2022,King,WA,Passenger,43468,11776,55244,1342562,1397806,3.95
September 30 2017,Spokane,WA,Truck,1,0,1,91162,91163,0
June 30 2019,Adams,WA,Passenger,5,6,11,12752,12763,0.09
March 31 2018,Wahkiakum,WA,Passenger,1,2,3,2872,2875,0.1
April 30 2020,Yakima,WA,Truck,0,0,0,59508,59508,0
March 31 2023,Island,WA,Truck,24,0,24,21051,21075,0.11
November 30 2019,Walla Walla,WA,Passenger,64,61,125,36274,36399,0.34
January 31 2019,Adams,WA,Truck,0,0,0,5140,5140,0
February 28 2023,Lincoln,WA,Truck,0,0,0,4840,4840,0
September 30 2022,Cowlitz,WA,Truck,3,0,3,28445,28448,0.01
April 30 2020,Skagit,WA,Passenger,397,215,612,91463,92075,0.66
December 31 2019,Benton,WA,Passenger,314,308,622,135214,135836,0.46
July 31 2020,Mason,WA,Passenger,160,132,292,47360,47652,0.61
February 28 2021,Wahkiakum,WA,Passenger,8,6,14,3044,3058,0.46
November 30 2022,Spokane,WA,Truck,18,0,18,101799,101817,0.02
October 31 2018,Kitsap,WA,Truck,1,0,1,53613,53614,0
July 31 2018,Lewis,WA,Truck,0,0,0,25584,25584,0
May 31 2017,Grays Harbor,WA,Passenger,31,30,61,44510,44571,0.14
August 31 2023,Kittitas,WA,Truck,10,0,10,14597,14607,0.07
January 31 2017,Skamania,WA,Truck,0,0,0,3908,3908,0
December 31 2021,Lincoln,WA,Truck,0,0,0,4821,4821,0
December 31 2018,Pacific,WA,Passenger,21,25,46,15827,15873,0.29
September 30 2019,Wahkiakum,WA,Passenger,2,3,5,3050,3055,0.16
August 31 2023,Garfield,WA,Passenger,0,3,3,1303,1306,0.23
February 28 2018,Skagit,WA,Truck,1,0,1,31811,31812,0
July 31 2019,Pend Oreille,WA,Truck,0,0,0,5728,5728,0
February 28 2023,Ferry,WA,Truck,0,0,0,3572,3572,0
January 31 2017,Kitsap,WA,Passenger,556,262,818,172388,173206,0.47
December 31 2023,Skagit,WA,Passenger,1333,478,1811,87789,89600,2.02
March 31 2021,Pacific,WA,Passenger,39,40,79,15908,15987,0.49
October 31 2021,Chelan,WA,Truck,0,0,0,23068,23068,0
July 31 2023,King,WA,Passenger,59550,14949,74499,1323282,1397781,5.33
April 30 2017,Whitman,WA,Passenger,9,19,28,21960,21988,0.13
December 31 2018,Grays Harbor,WA,Passenger,62,72,134,47461,47595,0.28
November 30 2021,Benton,WA,Truck,0,0,0,43644,43644,0
August 31 2017,Franklin,WA,Truck,0,0,0,18230,18230,0
October 31 2019,Clark,WA,Passenger,1782,1017,2799,316901,319700,0.88
October 31 2017,Wahkiakum,WA,Truck,0,0,0,1672,1672,0
June 30 2021,Whatcom,WA,Passenger,1419,602,2021,150766,152787,1.32
November 30 2023,Stevens,WA,Passenger,136,75,211,29297,29508,0.72
July 31 2022,Pend Oreille,WA,Passenger,18,12,30,9029,9059,0.33
January 31 2022,Whatcom,WA,Passenger,1665,673,2338,149419,151757,1.54
February 28 2021,Island,WA,Passenger,546,296,842,62783,63625,1.32
November 30 2017,Klickitat,WA,Truck,0,0,0,7994,7994,0
October 31 2021,Walla Walla,WA,Passenger,132,81,213,36350,36563,0.58
February 28 2018,Asotin,WA,Passenger,8,5,13,12584,12597,0.1
June 30 2019,Pacific,WA,Truck,0,0,0,7651,7651,0
August 31 2020,Skagit,WA,Truck,1,0,1,32627,32628,0
August 31 2022,Grays Harbor,WA,Truck,2,0,2,21198,21200,0.01
December 31 2019,Thurston,WA,Truck,0,0,0,55723,55723,0
March 31 2022,Klickitat,WA,Truck,0,0,0,8304,8304,0
March 31 2018,Lincoln,WA,Passenger,2,5,7,7577,7584,0.09
September 30 2017,Douglas,WA,Passenger,35,29,64,26929,26993,0.24
February 28 2022,Stevens,WA,Passenger,58,47,105,30074,30179,0.35
February 29 2024,Grays Harbor,WA,Truck,18,0,18,20042,20060,0.09
March 31 2019,Lincoln,WA,Passenger,3,6,9,7733,7742,0.12
August 31 2021,Clark,WA,Truck,0,0,0,84143,84143,0
January 31 2021,Pierce,WA,Truck,0,0,0,144823,144823,0
May 31 2017,Snohomish,WA,Truck,1,0,1,121864,121865,0
May 31 2022,Snohomish,WA,Truck,6,0,6,124070,124076,0
September 30 2020,Cowlitz,WA,Truck,0,0,0,28932,28932,0
September 30 2017,King,WA,Passenger,10650,4348,14998,1372309,1387307,1.08
August 31 2020,Clark,WA,Passenger,2135,1076,3211,318144,321355,1
October 31 2023,Columbia,WA,Passenger,12,0,12,2418,2430,0.49
October 31 2018,Mason,WA,Passenger,101,106,207,46344,46551,0.44
September 30 2020,Asotin,WA,Truck,0,0,0,6696,6696,0
January 31 2024,San Juan,WA,Truck,30,0,30,5784,5814,0.52
November 30 2017,Kittitas,WA,Passenger,35,24,59,28268,28327,0.21
August 31 2023,Grays Harbor,WA,Truck,9,0,9,20892,20901,0.04
May 31 2023,Thurston,WA,Passenger,3035,1212,4247,190367,194614,2.18
January 31 2024,Kittitas,WA,Passenger,474,117,591,28811,29402,2.01
July 31 2022,Douglas,WA,Truck,1,0,1,12744,12745,0.01
May 31 2019,Spokane,WA,Passenger,528,422,950,310870,311820,0.3
July 31 2018,San Juan,WA,Truck,0,0,0,5727,5727,0
May 31 2021,Clark,WA,Passenger,2757,1367,4124,321810,325934,1.27
March 31 2017,Lincoln,WA,Passenger,2,4,6,7506,7512,0.08
November 30 2020,Thurston,WA,Truck,0,0,0,56269,56269,0
November 30 2021,Clallam,WA,Truck,1,0,1,22101,22102,0
November 30 2021,Mason,WA,Truck,0,0,0,21234,21234,0
September 30 2018,Skagit,WA,Truck,1,0,1,32261,32262,0
June 30 2019,Kittitas,WA,Passenger,81,38,119,29609,29728,0.4
August 31 2019,Wahkiakum,WA,Passenger,2,2,4,3027,3031,0.13
January 31 2019,Whitman,WA,Truck,0,0,0,8516,8516,0
March 31 2023,Stevens,WA,Truck,2,0,2,18751,18753,0.01
August 31 2019,Asotin,WA,Truck,0,0,0,6686,6686,0
March 31 2021,Thurston,WA,Passenger,1432,823,2255,197263,199518,1.13
December 31 2020,Franklin,WA,Passenger,85,83,168,61351,61519,0.27
July 31 2020,King,WA,Truck,7,1,8,182921,182929,0
July 31 2018,Island,WA,Truck,0,0,0,20979,20979,0
December 31 2018,Pacific,WA,Truck,0,0,0,7610,7610,0
November 30 2020,Kitsap,WA,Passenger,1520,736,2256,179688,181944,1.24
April 30 2018,Mason,WA,Truck,0,0,0,19802,19802,0
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,9216,9229,0.14
July 31 2023,Chelan,WA,Passenger,646,168,814,54193,55007,1.48
November 30 2017,San Juan,WA,Truck,0,0,0,5571,5571,0
October 31 2017,Garfield,WA,Passenger,1,0,1,1315,1316,0.08
August 31 2019,Douglas,WA,Passenger,61,36,97,28175,28272,0.34
July 31 2020,Pend Oreille,WA,Passenger,7,5,12,9243,9255,0.13
February 28 2019,Skamania,WA,Truck,0,0,0,3989,3989,0
November 30 2021,Cowlitz,WA,Truck,0,1,1,29014,29015,0
April 30 2017,Lincoln,WA,Passenger,2,4,6,7481,7487,0.08
December 31 2023,San Juan,WA,Truck,24,0,24,5827,5851,0.41
April 30 2019,Pacific,WA,Passenger,23,28,51,15917,15968,0.32
November 30 2017,Yakima,WA,Passenger,57,73,130,161613,161743,0.08
April 30 2020,Pend Oreille,WA,Passenger,8,6,14,9257,9271,0.15
March 31 2022,Pacific,WA,Truck,0,0,0,8004,8004,0
October 31 2018,Skagit,WA,Truck,1,0,1,32334,32335,0
September 30 2020,Kittitas,WA,Truck,0,0,0,14600,14600,0
August 31 2018,Adams,WA,Truck,0,0,0,5173,5173,0
March 31 2023,Clallam,WA,Truck,17,0,17,21761,21778,0.08
November 30 2021,Klickitat,WA,Truck,0,0,0,8327,8327,0
